click,price,score,judge,rec_most,rec_more,rec_normal,rec_bad,rec_morebad,readed,reading,readup
1,138.0,9.3,507,371,116,15,3,2,622,47,541
1,4.5,9.2,1796,1182,490,120,3,1,2466,39,465
0,13.8,8.7,460,251,157,48,4,0,603,33,417
0,17.0,8.5,580,289,228,57,5,1,728,25,230
1,12.0,9.1,4209,2666,1284,235,16,8,5648,180,1197
0,39.0,9.0,353,195,134,23,0,1,413,93,1085
1,29.0,9.0,38,21,12,4,1,0,46,3,355
0,29.8,9.3,24,19,4,1,0,0,25,2,174
1,20.0,8.8,9881,5341,3436,997,88,19,13358,371,10252
0,16.0,8.4,45,27,14,4,0,0,50,14,92
0,29.8,9.0,176,98,64,14,0,0,216,9,329
0,25.0,9.1,131,82,48,1,0,0,324,2,88
1,0.29,8.9,1863,1105,538,199,16,5,2385,57,1048
1,188.0,9.5,291,232,49,4,2,4,275,124,2686
0,29.8,9.0,652,370,231,50,1,0,838,16,464
1,1.15,9.1,208,123,67,17,1,0,267,11,253
0,66.0,8.4,70,30,31,7,1,1,78,14,845
1,16.0,9.2,278,200,62,12,1,3,257,52,314
0,18.0,7.7,3643,813,1702,1060,61,7,4907,197,2412
0,12.0,8.3,7350,2583,3525,1170,58,14,14582,257,2205
1,49.5,8.7,4082,2099,1592,351,28,12,4059,644,22208
0,20.0,8.8,900,651,196,46,5,2,1092,112,907
0,14.0,8.2,817,321,331,142,18,5,1045,30,250
1,14.0,8.0,105,57,36,12,0,0,153,8,62
1,32.8,9.5,1041,799,199,42,1,0,1270,24,1166
1,15.0,8.6,1061,615,329,102,10,5,1277,88,1020
1,11.0,8.6,3906,1770,1594,500,31,11,5242,132,1490
0,45.0,9.5,45,32,12,1,0,0,55,31,137
0,38.0,8.8,224,106,106,12,0,0,238,52,1340
1,36.0,9.3,2539,1832,602,101,2,2,2495,888,3286
1,78.0,7.9,83,32,40,10,1,0,90,16,314
1,13.5,8.1,5813,1655,2916,1185,46,11,7783,602,3918
0,38.0,8.5,40,18,19,3,0,0,59,16,323
1,19.0,7.9,144,31,75,36,2,0,171,23,90
1,39.0,7.1,235,28,105,95,7,0,284,45,928
1,398.0,9.0,25,17,8,0,0,0,26,25,354
1,136.0,9.5,2395,1906,424,52,4,9,7573,1432,10483
0,56.0,9.2,468,330,117,21,0,0,450,195,854
1,21.0,8.7,556,275,209,68,3,1,746,143,2265
1,25.0,9.0,3382,2131,1009,220,16,6,3821,976,11700
0,49.0,8.9,241,146,73,19,3,0,299,92,800
0,36.0,8.4,73,29,42,1,1,0,75,27,242
1,23.7,8.0,2389,705,1176,451,38,19,3286,282,1254
0,93.0,8.9,131,88,38,5,0,0,122,82,508
0,258.0,9.6,87,68,14,5,0,0,88,52,357
1,3.4,9.2,4233,2833,1101,283,8,8,5308,404,1479
0,358.0,9.2,34,19,10,5,0,0,33,17,298
0,22.0,9.4,896,658,206,32,0,0,1011,364,4672
1,88.0,9.0,2910,1882,799,189,23,17,13226,319,1803
0,398.0,9.2,733,490,183,55,5,0,719,474,5006
0,680.0,9.3,351,250,77,21,3,0,333,178,586
0,108.0,8.8,30,14,11,5,0,0,33,9,603
0,38.0,8.5,953,376,429,132,12,4,1082,114,11606
0,12.0,9.1,536,338,164,33,1,0,714,129,1207
1,7.4,8.8,1155,630,377,130,15,3,1538,39,213
0,34.0,8.6,65,38,23,2,1,1,74,15,258
1,180.0,9.8,1154,1058,83,11,1,1,1047,350,1951
1,38.0,8.5,1181,478,522,169,9,3,1510,155,996
1,28.0,8.8,23,13,9,1,0,0,28,7,32
0,19.5,8.5,13,6,7,0,0,0,17,2,72
0,45.0,9.4,508,393,97,15,1,2,511,213,1345
0,118.0,8.9,63,35,24,4,0,0,68,37,599
1,15.75,8.8,1983,1120,651,184,19,9,2453,114,565
1,52.0,8.7,432,233,157,36,6,0,411,85,1496
0,98.0,9.7,369,317,45,7,0,0,236,260,985
1,49.0,9.1,689,469,170,44,4,2,646,486,2718
0,27.0,8.8,487,251,190,45,0,1,595,107,2490
0,23.0,8.2,41,15,15,11,0,0,57,6,73
0,19.0,9.3,1002,738,218,37,3,6,1165,174,688
1,196.0,8.8,158,82,62,13,1,0,190,101,1037
0,2.35,8.0,339,71,181,80,7,0,505,30,189
0,32.0,9.1,958,615,290,52,1,0,1130,152,1882
0,49.0,9.3,1160,779,340,36,4,1,1324,249,3350
0,68.0,8.5,62,33,25,4,0,0,62,30,160
0,0.88,9.3,425,290,105,30,0,0,528,68,553
0,370.0,9.2,11,8,3,0,0,0,14,0,47
0,1.4,8.4,2600,966,1177,435,20,2,3607,252,1136
0,76.0,9.4,76,56,14,5,1,0,91,37,510
0,7.5,9.6,218,181,33,3,0,1,242,66,701
0,20.0,7.5,537,104,254,165,11,3,654,40,148
1,18.0,8.8,6915,3396,2760,719,34,6,9657,715,3066
0,54.0,9.2,628,464,129,30,5,0,595,222,463
0,23.0,8.8,99,57,35,7,0,0,128,30,155
0,130.0,9.0,155,99,44,12,0,0,171,91,848
0,52.0,9.9,72,64,5,3,0,0,62,34,208
0,788.0,9.7,500,430,58,12,0,0,292,452,2186
1,22.0,9.2,368,231,113,20,4,0,396,87,861
1,16.0,8.4,249,130,90,27,2,0,255,51,126
0,298.0,9.7,12,10,2,0,0,0,8,10,22
0,19.0,8.5,544,244,237,57,5,1,597,159,714
0,25.0,9.1,606,376,198,31,1,0,667,95,1163
1,1.82,9.2,164,80,61,22,1,0,194,45,1454
1,52.1,9.3,4005,2824,953,208,16,4,5187,791,3543
0,46.0,8.1,243,73,120,47,3,0,298,76,1697
0,25.0,9.2,68,51,10,7,0,0,66,14,69
0,6.8,9.4,16,12,4,0,0,0,19,4,64
1,58.0,9.4,1045,802,197,42,2,2,1242,220,652
0,22.0,9.3,300,216,73,9,0,2,302,100,443
0,52.0,8.8,513,288,176,40,6,3,510,125,4388
0,248.0,9.2,16,11,2,2,1,0,17,9,94
1,268.0,9.5,16,13,3,0,0,0,22,18,366
0,39.0,9.5,103,73,27,3,0,0,118,41,409
1,49.8,9.6,24,18,6,0,0,0,30,15,625
0,88.0,9.5,171,81,87,3,0,0,169,5,86
1,19.0,9.0,3589,2022,1303,237,17,10,4065,719,4159
1,32.0,9.2,508,339,146,18,2,3,588,70,2057
1,18.0,9.5,1017,811,172,32,0,2,1068,229,2092
0,1.3,9.3,618,420,166,32,0,0,671,243,4193
1,20.0,9.1,2334,1484,720,123,7,0,2840,473,2334
1,19.9,9.4,14316,10767,2949,544,42,14,19498,3592,14542
0,42.0,8.6,153,68,59,24,2,0,183,40,324
0,88.0,8.0,30,16,6,6,0,2,30,51,256
1,48.0,9.3,285,199,80,6,0,0,357,112,826
0,20.0,9.3,161,123,30,7,1,0,193,24,33
0,0.83,9.1,108,58,44,6,0,0,122,31,990
0,28.0,8.9,1763,1024,581,141,14,3,1986,526,3155
0,32.0,9.1,385,265,89,27,3,1,409,117,1084
0,29.8,8.4,2442,1032,961,367,63,19,2734,348,9604
0,6.2,9.2,780,556,171,50,3,0,861,217,1856
0,15.0,9.0,301,183,89,29,0,0,388,18,48
1,45.0,9.3,1158,821,279,55,2,1,1439,450,3936
0,28.0,9.5,4233,3417,690,114,8,4,4431,1863,6230
1,96.0,9.4,417,320,79,16,2,0,452,230,3206
0,38.0,8.4,274,127,95,42,6,4,263,148,2144
1,58.0,9.4,28,16,10,2,0,0,26,12,124
0,30.0,7.9,159,35,95,24,3,2,190,46,167
0,38.0,8.5,427,195,181,42,6,3,493,191,594
1,35.0,9.3,35,23,9,3,0,0,47,27,298
0,39.0,7.8,557,116,264,163,8,6,609,169,1942
0,28.0,7.8,258,61,127,68,1,1,325,34,599
0,34.0,9.0,386,258,97,29,1,1,479,32,81
1,76.0,8.9,13,10,1,1,1,0,14,4,74
0,19.2,9.1,3209,1953,1026,221,6,3,4554,475,2955
1,68.0,9.8,67,36,24,5,1,1,176,29,1146
0,20.0,8.0,237,80,116,34,6,1,275,97,1000
0,26.0,9.0,600,356,197,34,6,7,674,128,436
1,18.0,9.4,2741,1962,625,142,10,2,3858,373,2674
1,76.0,9.3,1898,1327,476,85,7,3,2105,825,4066
0,39.0,9.1,1124,734,297,87,4,2,1185,373,4557
0,0.41,8.6,636,313,238,79,3,3,750,69,2401
0,45.0,8.9,301,175,107,17,2,0,291,109,665
0,138.0,9.0,844,534,262,39,5,4,763,312,2254
0,36.0,9.6,242,183,47,12,0,0,296,103,518
0,45.0,9.4,330,266,60,4,0,0,402,15,415
0,112.0,8.4,34,21,10,3,0,0,37,16,157
0,44.0,9.3,375,269,87,18,0,1,481,124,1425
0,38.0,9.1,387,257,103,21,1,5,413,198,1039
1,48.0,8.6,145,74,56,13,2,0,169,17,474
0,96.0,8.4,29,20,7,2,0,0,34,19,87
0,18.4,7.9,113,21,64,27,1,0,154,42,475
1,36.0,9.5,1022,787,203,31,1,0,973,524,1583
0,15.0,9.2,7370,5269,1726,346,22,7,14262,664,1933
1,25.0,8.9,796,462,271,58,2,3,906,204,1535
0,30.0,8.5,113,44,50,18,1,0,119,56,300
0,16.0,9.3,227,150,67,10,0,0,249,45,282
1,198.0,9.6,27,22,5,0,0,0,53,21,419
0,24.8,9.2,975,641,279,53,0,2,1221,250,2799
0,23.8,7.0,9869,1332,3780,3800,651,306,13030,808,2036
1,35.0,8.6,801,356,366,70,8,1,811,114,2360
1,42.0,8.8,5216,3016,1576,469,93,62,5945,1988,4988
1,40.0,9.1,362,267,75,17,1,2,320,257,1094
0,6.0,8.8,169,86,70,12,0,1,200,36,69
1,16.0,9.5,1111,866,203,40,2,0,1359,297,1111
0,15.0,9.0,3196,1810,1154,217,9,6,3596,625,3929
1,1.0,9.2,158,110,42,6,0,0,186,41,160
1,46.0,8.6,40,19,14,6,1,0,54,12,246
1,25.0,8.3,366,139,165,56,5,1,439,60,1320
1,48.0,8.5,511,272,168,53,4,14,456,230,1328
1,35.0,8.5,67,31,29,6,1,0,61,28,212
0,11.0,9.1,91,54,34,3,0,0,113,17,358
1,38.6,8.4,1117,457,507,134,14,5,1429,360,1572
0,23.0,9.3,978,734,189,54,1,0,1073,353,1546
0,58.0,9.2,241,157,74,10,0,0,236,68,2764
1,25.0,8.6,728,337,308,81,2,0,833,203,1369
1,420.0,9.1,1581,982,491,85,19,4,1488,447,937
0,118.0,9.0,486,287,199,0,0,0,269,211,1109
1,45.0,8.3,941,443,385,98,12,3,905,171,697
0,1.5,7.6,159,85,47,24,3,0,176,94,413
0,18.0,8.7,1305,633,541,121,10,0,1583,366,1185
1,20.0,8.3,6231,2402,2814,960,49,6,12815,1027,5886
0,48.0,9.4,85,55,25,4,1,0,74,39,78
1,16.0,8.5,310,140,116,45,9,0,348,117,1102
0,17.0,8.9,467,266,148,49,4,0,582,128,1245
1,26.0,9.1,363,232,109,21,1,0,429,101,1433
1,6.0,7.3,44,12,17,14,1,0,57,6,14
1,54.0,9.0,16,11,4,0,1,0,18,12,62
0,36.0,8.8,337,192,104,37,4,0,301,179,418
0,78.0,9.4,77,56,19,1,1,0,78,29,63
0,75.0,9.0,81,45,34,2,0,0,86,16,439
1,69.0,9.3,71,54,14,1,1,1,92,28,971
0,180.0,9.0,69,49,17,3,0,0,48,58,228
0,28.0,8.8,229,125,93,9,0,2,240,82,1518
0,25.0,9.5,175,136,36,3,0,0,223,82,823
1,47.0,8.6,4355,1982,1782,540,47,4,5744,768,3576
1,9.3,8.3,128,45,59,23,0,1,199,30,521
0,24.0,8.8,606,322,225,57,1,1,583,300,1821
0,34.0,9.2,688,538,109,35,4,2,689,305,932
0,175.0,9.1,833,524,222,81,5,1,972,267,1344
0,100.0,9.5,1004,833,135,23,7,6,1010,268,1110
0,39.0,8.8,124,59,59,5,1,0,148,30,764
0,230.0,9.2,147,109,33,4,1,0,128,84,240
0,156.0,9.1,119,87,27,5,0,0,104,77,286
1,36.0,8.6,1399,670,565,148,15,1,1532,526,5890
0,36.0,8.3,34,12,14,8,0,0,38,8,66
0,46.0,8.2,16,3,10,3,0,0,24,8,199
1,15.0,8.9,1666,1022,485,130,11,18,3397,747,7213
0,36.0,7.1,135,23,62,40,7,3,150,16,47
0,7.6,7.7,1619,387,702,478,43,9,1969,210,1698
0,19.0,8.5,259,113,105,31,7,3,317,24,803
1,14.5,9.0,8221,4794,2787,608,32,0,11868,1111,10032
1,25.0,9.5,1314,1065,206,39,2,2,1729,173,1515
0,18.0,7.7,279,64,134,73,7,1,328,41,108
1,59.7,9.6,260371,215329,37493,6248,781,520,339064,29156,89435
1,89.0,9.3,1459,1008,384,64,1,2,1407,450,1620
0,29.0,7.8,26,9,9,7,1,0,30,1,28
0,38.0,8.4,95,42,39,12,2,0,110,14,342
0,48.0,8.8,455,260,152,41,1,1,478,102,957
1,98.0,9.4,92,79,10,3,0,0,90,40,261
1,32.0,9.3,2187,1583,483,102,13,6,2203,1197,8399
1,49.0,8.4,56,27,20,8,1,0,61,25,704
1,59.0,7.9,83,26,42,13,0,2,109,26,3764
0,48.0,9.3,15,9,6,0,0,0,24,10,186
1,12.0,8.8,855,453,322,74,5,1,1040,202,2070
0,16.0,8.9,1785,1069,525,159,25,7,2037,396,728
1,128.0,9.4,569,416,130,17,2,4,542,362,4634
0,20.0,7.1,138,31,51,53,3,0,162,9,43
0,45.0,9.1,261,163,83,13,1,1,263,131,3022
1,12.0,7.5,3327,605,1550,1077,86,9,4727,180,1007
1,80.0,9.0,1102,682,301,104,12,3,1431,59,907
0,11.5,7.7,242,48,129,61,3,1,388,9,81
1,22.0,9.0,544387,348953,156784,35385,2177,1088,713491,17678,150296
1,23.0,8.5,198438,83031,86010,26816,1986,595,275142,29044,175038
0,19.8,8.5,1334,585,552,176,20,1,1529,296,4162
1,36.8,8.2,1907,809,637,378,66,17,2131,258,3276
0,29.8,7.8,1111,286,486,308,26,5,1236,273,1706
0,80.0,9.0,138,88,36,12,1,1,191,17,51
1,18.0,7.8,5815,1320,2955,1401,116,23,8204,142,2227
0,17.0,6.8,866,126,338,350,47,5,1034,56,135
0,23.0,7.2,107,12,41,47,6,1,184,3,74
0,40.0,9.5,914,711,178,23,1,1,1065,42,342
0,16.0,8.6,839,362,369,101,6,1,1087,81,2249
1,26.0,8.1,52,13,24,13,1,1,68,5,57
0,110.0,8.9,1487,818,546,111,8,4,1577,310,688
0,15.0,7.7,40,11,17,10,1,1,100,9,14
0,12.0,8.6,3413,1444,1598,355,13,3,5131,52,539
0,20.0,8.6,11770,5427,5109,1153,70,11,14754,1845,14823
0,68.0,9.0,307,182,93,30,1,1,358,31,295
1,39.0,8.6,178233,77610,75825,21766,2140,892,227319,16957,92002
1,150.0,5.4,227,8,31,100,66,22,305,3,42
1,31.0,8.4,179,59,100,18,1,1,201,14,18
1,12.0,7.7,2592,591,1252,677,67,5,3715,75,707
1,36.0,8.8,7587,4136,2724,652,60,15,9926,1540,13836
0,38.0,8.3,763,365,226,121,29,22,881,421,2130
0,11.8,8.3,24,8,10,4,1,1,27,14,37
1,19.9,7.4,58569,10883,23872,20830,2516,468,79273,994,5776
1,12.7,8.9,52098,29615,17019,4996,364,104,79889,12565,74026
0,38.0,6.0,70,4,18,23,19,6,75,12,193
1,20.0,7.5,244,64,106,69,4,1,298,11,240
0,29.5,6.9,52662,9637,20117,18485,3739,684,62714,1899,13359
0,37.0,7.6,42,12,14,14,1,1,58,9,23
0,59.0,8.0,253,85,117,42,8,1,270,49,1085
0,48.0,7.8,435,111,215,94,12,3,456,94,853
1,16.0,8.3,84218,36262,35084,11274,1262,336,116363,2127,26678
1,240.0,8.7,449,212,184,49,3,1,581,152,2642
0,13.0,9.1,85946,55038,26102,4464,257,85,109841,2066,19120
0,18.0,7.3,30,8,11,9,1,1,66,20,23
1,3.9,8.5,4157,1740,1831,566,12,8,6202,172,4912
0,12.0,7.6,1948,337,1004,567,37,3,2785,88,520
1,24.0,7.3,47,9,22,13,2,1,55,4,9
1,19.0,8.8,118129,64381,42527,10277,708,236,159769,8902,71135
0,24.0,6.6,63,6,14,36,6,1,74,6,8
0,72.0,9.0,192,101,71,16,3,1,188,89,591
0,15.0,7.1,938,131,361,370,61,15,1196,186,2806
0,116.0,9.9,133,100,28,3,1,1,279,7,160
0,16.0,8.8,16994,9229,5643,1869,186,67,20973,1630,28966
0,35.0,6.5,4943,489,1454,2319,573,108,5553,405,3398
0,25.0,7.8,4643,1012,2420,1142,60,9,5621,97,915
0,25.0,7.6,52,10,29,11,1,1,57,4,12
0,17.0,8.2,309,96,155,53,4,1,371,28,261
0,38.0,8.3,160,52,83,23,1,1,197,22,301
0,17.0,7.6,953,165,520,249,17,2,1108,50,162
0,23.0,8.5,2095,780,1028,251,16,20,2589,156,1967
0,24.0,8.5,46,19,16,9,1,1,54,8,41
1,12.0,7.7,500,99,235,149,13,4,666,36,102
0,36.0,8.3,109607,39169,51897,16567,1536,438,138978,16669,77384
0,220.0,7.6,49,11,18,16,3,1,115,4,15
1,22.0,7.7,76441,18728,36386,18652,1911,764,104486,4279,15641
1,29.8,7.7,43519,11489,19802,11054,1000,174,49935,1067,10412
1,15.0,8.2,10025,3175,5168,1562,100,20,12338,531,7317
1,15.0,7.8,135359,46834,47782,32757,5685,2301,170254,3190,24978
1,20.0,8.7,973,472,378,115,7,1,1214,35,152
1,48.0,8.0,4532,1373,2280,793,68,18,4742,244,7832
1,35.0,9.4,6971,5356,1429,160,20,6,20481,312,3191
1,10.0,7.4,22,5,9,6,1,1,36,8,19
1,19.0,8.9,356145,204633,125489,24598,1069,356,473207,25508,178590
1,17.0,7.2,358,50,167,129,11,1,424,36,237
0,17.0,8.8,3597,1815,1499,262,14,7,4588,56,430
0,13.0,7.7,2001,400,1013,544,38,6,3007,194,1999
0,22.0,7.5,361,61,165,124,10,1,414,81,855
1,41.0,6.9,51,12,14,21,3,1,65,6,23
1,24.0,9.0,40860,24802,14260,1716,81,1,61033,779,8364
0,39.0,7.5,6895,1434,3090,1979,289,103,8344,831,3193
0,24.0,7.2,89,14,45,26,3,1,103,6,12
0,12.0,7.2,319,32,133,137,12,5,419,27,76
1,18.0,8.4,12330,4772,5833,1627,86,12,16472,696,4443
1,26.8,8.8,5010,2528,2062,400,15,5,7710,238,1934
1,29.8,8.5,6277,2775,2744,709,37,12,8440,359,2972
1,64.0,9.0,237374,157143,63854,13767,1661,949,307190,18074,152502
0,12.0,8.1,456,117,233,98,4,4,579,49,224
0,15.0,8.8,54,23,18,11,1,1,91,23,79
1,19.0,9.0,4089,2394,1479,200,12,4,4925,89,799
0,26.8,7.8,33,17,12,2,1,1,47,3,9
1,20.0,8.7,101071,47706,41541,10915,707,202,137903,3703,68437
1,20.0,8.1,131912,40233,61340,26778,2770,791,187060,10240,94489
0,16.8,8.8,181346,103730,67279,9974,362,1,243145,3174,69871
1,28.0,8.4,3058,1110,1496,422,24,6,4349,195,2504
0,18.0,7.3,797,111,346,306,26,8,1165,59,574
0,20.0,8.4,48395,21998,21080,4883,338,96,61655,1390,20556
1,198.0,9.1,1233,794,337,86,8,8,1477,94,231
0,3.95,7.7,100,22,52,23,2,1,136,12,21
0,29.0,8.4,691,285,285,106,11,4,822,223,4652
0,28.0,7.7,59,16,25,16,1,1,154,16,48
1,25.0,8.6,114869,54050,42804,15492,1950,573,145129,5924,67762
1,25.0,8.6,12421,5441,5628,1254,86,12,14955,663,3989
1,18.0,8.5,992,374,477,126,13,2,1250,59,238
1,25.0,8.1,89315,30159,40777,16685,1338,356,123944,6928,77329
0,48.0,8.7,212,96,99,15,1,1,242,10,32
1,350.0,9.3,52,35,14,1,1,1,67,8,34
0,50.0,8.8,468,230,195,41,1,1,528,92,84
1,38.0,8.5,13406,6120,5556,1516,174,40,16340,705,3713
1,39.5,8.5,383,178,162,41,1,1,413,33,175
1,28.0,8.1,13909,4052,6698,2826,278,55,16026,2963,13492
1,28.0,7.6,349,84,159,100,3,3,517,26,218
0,30.0,8.6,1485,685,624,164,11,1,2118,67,405
1,340.0,8.8,173,82,72,17,1,1,254,6,60
1,13.0,7.8,411,75,223,102,9,2,510,26,80
1,26.8,8.3,157344,65141,66400,22815,2202,786,207519,5224,25880
0,29.8,7.1,47,8,13,17,5,4,53,3,21
1,26.0,8.4,79396,33744,30886,12703,1587,476,93844,23245,156567
0,26.8,7.8,3407,897,1563,815,102,30,4333,365,1654
0,12.0,8.1,5608,1660,2766,1071,95,16,7922,196,2860
1,36.0,8.7,12826,6471,4802,1451,77,25,17352,420,3361
1,25.0,6.7,3202,339,1008,1405,294,156,4024,330,2060
1,23.8,7.0,3874,527,1422,1577,286,62,5162,443,2077
1,60.0,9.0,11413,7469,3033,764,102,45,14038,1335,7966
0,4.5,9.4,12298,9683,2101,454,36,24,16896,3600,19663
1,200.0,7.0,23,4,10,7,1,1,67,9,18
1,13.0,8.0,2821,677,1516,607,19,2,4084,132,1154
0,30.0,7.0,45,9,9,25,1,1,58,7,48
0,25.0,6.5,67,7,21,34,3,2,117,22,33
0,35.0,8.4,3085,1191,1408,416,49,21,3797,137,521
1,18.0,8.1,1879,530,1023,312,13,1,2313,87,903
1,58.0,8.5,748,162,465,110,9,2,679,221,14208
1,29.0,8.5,5253,2669,1723,751,84,26,6285,1172,5749
1,39.5,9.2,2151,1414,663,71,2,1,2310,62,531
1,25.0,8.2,1135,383,545,192,14,1,1551,134,415
1,18.0,8.4,25069,9752,11658,3434,200,25,34142,1112,12719
1,355.0,9.6,97,79,14,2,1,1,137,17,164
1,14.0,8.8,252,127,94,28,1,2,416,22,648
0,28.0,8.5,959,367,441,129,16,6,1122,268,811
1,22.0,8.0,31308,8838,14981,6613,720,156,39674,6184,77159
1,30.0,7.0,7731,1314,2714,3070,518,115,9486,1755,10397
0,29.8,7.8,176,27,99,48,1,1,248,12,105
1,28.0,8.2,204518,75263,94488,32109,2045,613,272535,4111,62459
0,300.0,8.3,34,17,11,4,1,1,71,12,50
1,19.8,8.4,4712,1895,2135,631,37,14,5780,342,1236
0,20.0,8.5,2471,1003,1111,326,22,9,2975,147,642
1,22.0,7.8,39540,9569,18940,9727,1028,276,48315,7623,71405
0,27.0,7.4,42964,10913,16327,12503,2663,558,57836,828,4844
1,9.0,7.8,2115,538,974,561,38,4,2838,44,838
1,25.0,7.7,2368,507,1071,694,82,14,3308,657,2307
0,10.0,6.2,18,1,6,9,1,1,71,10,10
1,29.8,6.4,5714,651,1541,2421,793,308,6647,245,861
1,92.0,9.5,217,158,54,3,1,1,276,32,144
1,38.0,8.8,6246,3130,2499,562,43,12,7999,605,11664
1,19.8,9.0,45590,26872,15485,3006,182,45,52969,970,8486
0,30.0,8.8,541,292,215,30,2,2,628,16,53
1,49.8,8.7,1728,841,683,190,13,1,2128,650,6922
0,17.0,8.1,2974,954,1540,437,35,8,3309,152,1084
0,16.63,8.2,189,64,78,41,4,2,200,43,253
0,15.0,9.3,17440,12297,4465,627,34,17,22118,698,3370
1,20.0,9.4,446283,335606,99967,9818,446,446,710302,25200,242769
0,56.0,7.8,36,6,22,6,1,1,42,3,41
1,12.0,7.7,388,77,193,105,10,3,512,19,74
1,25.0,8.2,43255,13569,21607,7389,561,129,51385,6433,46404
0,17.0,7.7,1117,257,536,306,15,3,1309,62,268
1,24.0,8.4,3911,1535,1790,556,27,3,5713,338,4483
0,19.8,8.7,580,272,244,62,1,1,689,65,599
1,18.0,7.9,300,75,140,77,6,2,485,51,473
1,28.0,8.8,87527,47400,32856,6834,350,87,111433,5902,60202
0,7.5,8.3,189,63,94,30,1,1,278,12,68
1,17.0,8.7,22082,10114,9915,1965,66,22,28960,347,3155
1,20.0,7.4,2186,483,850,668,126,59,2649,43,377
0,200.0,7.8,39,13,15,9,1,1,72,1,74
1,12.0,8.7,170302,81324,71966,15992,850,170,242569,5758,66383
0,39.8,7.7,3508,628,1790,986,87,17,5167,293,3246
1,29.8,8.0,889,247,436,186,17,3,938,443,1616
1,35.0,8.0,450,110,206,116,17,1,500,55,299
0,25.0,7.8,173,37,87,41,6,2,200,10,19
1,22.8,8.6,1095,517,415,139,17,7,1445,298,3232
1,28.0,8.9,390910,214220,145810,28536,1563,781,467180,6818,90055
1,43.0,8.5,23836,11441,9841,2317,214,23,29515,1189,4797
1,29.0,8.9,620168,354737,220780,40931,2480,1240,877419,56647,364993
1,39.5,9.0,170303,98266,57222,13454,1021,340,197286,26505,205150
0,11.0,7.8,190,40,104,39,4,3,261,12,232
0,28.0,7.8,91,22,37,30,1,1,132,8,64
1,23.0,8.8,363083,221119,112556,25052,2904,1452,410764,29396,153102
1,34.0,8.7,8164,3849,3482,776,49,8,9577,2231,12432
0,68.0,7.5,35,12,12,9,1,1,69,9,10
1,42.0,8.6,18,8,5,3,1,1,19,3,45
0,10.0,7.7,208,43,100,61,1,3,299,15,338
1,4.8,9.4,277,194,75,6,1,1,348,6,132
1,18.0,8.1,1016,272,520,211,8,5,1515,179,1482
1,58.0,7.6,298,74,147,69,6,2,320,53,229
1,28.0,8.7,26955,13155,10540,2965,242,53,40873,2225,23703
1,3.7,8.7,1799,892,709,190,7,1,2904,61,323
1,36.0,7.6,554,126,240,169,17,2,818,45,360
0,280.0,8.3,1176,445,550,170,8,3,1332,70,1226
0,11.8,7.8,55847,12858,26219,15653,950,167,77687,2272,21582
0,12.0,9.1,188920,127523,51764,8690,566,377,269644,6665,79058
1,220.0,9.2,1287,842,368,69,6,2,1643,27,301
0,1.6,8.8,176,98,59,17,1,1,213,15,269
1,12.0,7.9,2637,644,1243,699,44,7,3789,142,1014
1,9.99,8.0,89,23,42,20,3,1,98,29,187
0,5.9,8.3,526,206,217,92,10,1,706,203,5668
0,300.0,8.7,282,144,123,13,1,1,349,5,80
1,20.0,8.4,1076,459,441,168,7,1,1284,113,212
0,36.0,7.5,56,15,20,20,0,1,65,18,213
0,13.8,6.8,994,134,267,490,90,13,1320,35,547
0,38.0,8.8,378,193,150,33,1,1,514,98,459
0,7.8,8.9,703,385,234,71,7,6,906,362,6627
0,152.0,9.4,381,289,76,13,0,3,373,228,721
1,39.8,8.8,259158,132949,101331,22287,1814,777,306633,30439,112669
1,45.0,9.0,202,126,58,16,1,1,247,3,81
1,26.0,7.5,1419,339,544,443,75,18,1690,478,5435
1,28.0,8.6,249,113,90,42,3,1,350,66,672
1,98.0,8.4,699,328,262,100,7,2,752,338,2290
1,25.0,9.4,20150,14751,4634,685,60,20,22783,3144,15917
0,29.0,7.7,40,13,12,14,1,0,51,32,49
1,39.0,7.3,1262,289,543,326,58,46,1409,341,712
0,30.0,7.7,31151,6293,15732,8473,560,93,35781,744,6569
0,39.8,7.5,17,5,7,5,0,0,20,2,141
0,20.0,9.0,181,94,66,17,0,4,201,54,568
0,36.0,7.2,490,62,212,185,26,5,618,123,3694
0,19.6,8.1,146,53,63,28,2,0,230,22,735
1,26.0,8.6,18971,8413,8110,2260,151,37,22741,717,4396
1,25.0,9.0,51356,32612,15766,2773,154,51,74623,3308,35060
0,42.0,7.7,863,181,451,211,14,6,1027,127,734
0,105.0,8.5,681,257,300,116,8,0,822,23,184
1,35.0,8.9,6125,3719,1875,422,73,36,6516,1036,5759
0,35.0,8.6,365,189,121,48,5,2,447,113,2354
0,25.0,7.8,16228,4069,8058,3810,243,48,19067,223,2699
1,17.0,8.7,4556,2155,1841,524,27,9,6409,499,7245
0,34.0,8.2,265,96,114,50,5,0,310,70,80
1,13.0,6.8,1698,224,550,718,159,47,2470,189,2634
0,26.0,7.7,208,55,89,52,6,6,230,46,178
0,23.0,8.8,1015,514,410,85,6,0,1298,70,609
1,18.0,7.9,2867,696,1490,642,34,5,4091,240,2026
0,20.0,8.4,232,86,119,25,2,0,296,22,599
0,34.0,8.2,44,21,13,9,1,0,52,33,154
1,18.0,8.4,24713,9599,11479,3414,197,24,33704,1101,12433
1,1.5,8.8,50,23,18,8,1,0,72,7,63
