click,price,score,judge,rec_most,rec_more,rec_normal,rec_bad,rec_morebad,readed,reading,readup
1,39.0,8.6,102,57,36,6,2,1,123,38,422
0,48.0,8.2,610,221,265,103,14,7,769,262,6256
1,88.0,8.4,2440,962,1033,378,48,19,2713,910,11296
0,28.0,9.1,226,134,77,12,2,1,207,146,1152
0,129.0,9.3,245,164,70,9,1,1,279,31,1490
0,39.0,7.7,1926,410,950,507,48,11,2192,245,3903
0,92.0,8.8,300,152,121,25,1,1,313,82,4485
0,68.0,8.5,110,50,41,17,1,1,120,25,604
0,49.0,7.8,147,28,75,36,7,1,182,38,787
0,750.0,9.0,76,39,31,4,1,1,85,46,866
1,300.0,10.0,28,21,4,1,1,1,35,7,148
0,79.9,8.7,22,11,8,1,1,1,24,3,118
0,63.0,8.5,1620,691,655,251,19,4,2356,531,5970
0,79.8,8.3,96,31,48,14,2,1,116,33,683
0,420.0,8.0,228,60,103,58,6,1,287,42,2114
1,86.0,7.9,108,29,54,22,1,2,118,26,1134
1,46.0,6.4,80,2,22,39,16,1,97,4,217
0,28.0,8.2,83,23,44,14,1,1,100,8,134
0,98.0,9.2,42,22,16,2,1,1,43,16,532
0,48.0,7.9,1216,292,625,272,19,8,1536,528,4967
0,35.0,7.1,92,12,32,37,10,1,109,26,561
1,56.0,8.1,65,10,41,12,1,1,72,13,343
1,56.0,7.5,9237,1589,4231,3021,304,92,10447,859,8370
1,68.0,8.3,92,47,28,15,1,1,127,62,1922
0,158.0,8.8,56,28,21,5,1,1,56,16,367
0,35.0,6.6,145,12,49,61,22,1,149,28,110
1,45.0,7.9,118,24,57,30,6,1,137,23,221
0,168.0,8.6,35,15,16,2,1,1,45,8,365
0,24.95,9.7,327,277,43,5,1,1,304,123,1352
0,79.0,7.5,705,151,292,231,27,4,886,116,2284
0,99.95,9.7,214,190,20,2,1,1,260,28,1038
1,49.8,8.5,1724,686,818,205,12,3,2048,991,10240
0,19.95,9.0,79,42,34,1,1,1,106,17,204
1,89.9,7.1,146,29,61,40,11,5,150,48,555
0,98.0,8.4,867,355,379,125,6,2,1224,172,3669
0,35.0,8.9,38,22,13,1,1,1,39,1,223
0,39.0,7.7,835,167,388,251,26,3,1022,144,2034
1,45.0,7.5,1109,250,444,351,47,17,1316,422,4369
0,59.0,8.2,654,214,328,102,7,3,734,106,1201
0,148.0,8.8,229,103,100,22,3,1,315,140,2904
0,60.0,8.4,2962,1138,1259,492,62,11,3170,450,13977
0,58.0,8.8,209,98,89,20,1,1,232,75,1583
0,49.0,8.7,1650,821,609,196,16,8,1925,500,7866
0,89.0,8.5,144,58,54,27,3,2,166,67,1327
1,35.0,7.8,206,42,108,51,4,1,257,28,254
0,78.0,8.4,26,15,4,5,1,1,30,2,66
0,98.0,8.9,360,184,137,35,2,2,416,108,3984
1,25.0,8.2,4133,1406,1972,690,57,8,5586,1045,10159
0,79.8,7.5,230,65,91,65,7,2,279,131,2369
0,259.0,8.7,73,29,35,7,1,1,82,13,361
0,29.0,8.0,1162,324,549,270,17,2,1818,572,5952
0,69.0,8.6,204,93,92,15,2,2,216,51,561
0,198.0,8.5,71,23,40,6,1,1,104,70,1298
0,198.0,8.9,18,8,7,1,1,1,18,7,180
0,36.0,9.0,42,27,12,1,1,1,36,41,610
0,42.0,7.8,505,131,243,111,17,3,547,126,858
0,320.0,8.4,58,14,33,9,1,1,70,10,384
0,68.0,7.8,180,37,82,57,3,1,175,45,479
0,48.0,8.3,202,74,92,34,1,1,257,124,908
1,56.0,9.2,816,557,218,37,3,1,960,293,4169
1,128.0,8.4,584,242,235,89,17,1,582,177,7527
0,75.0,8.5,114,56,51,5,1,1,118,47,482
1,45.0,8.1,5293,1546,2562,1064,100,21,7043,1689,15927
1,58.0,8.2,3977,1224,1948,743,51,11,4983,2011,16565
1,38.0,8.1,4203,1296,2079,778,42,8,5818,642,5166
0,34.5,8.6,4780,2075,2109,535,47,14,5431,2368,13608
0,75.0,6.6,77,13,21,33,9,1,90,3,356
1,48.0,8.2,67,27,23,14,2,1,71,22,549
1,32.0,9.2,34,21,10,1,1,1,41,20,422
0,120.0,9.2,36,17,16,1,1,1,45,9,504
0,60.0,9.1,1929,1284,508,129,5,3,2399,445,3273
0,58.0,9.1,81,49,22,8,1,1,66,37,235
0,79.0,9.3,302,210,66,21,2,3,283,140,2005
0,88.0,7.6,543,135,224,153,25,6,656,142,2200
1,38.0,8.1,1482,429,722,313,16,2,2192,307,3054
1,49.8,8.4,239,93,89,46,7,4,285,88,829
0,88.0,9.0,373,228,107,36,1,1,374,136,779
0,98.0,8.5,224,94,81,47,1,1,307,120,1326
1,32.0,7.2,1646,243,604,678,102,19,2015,205,4976
0,68.0,8.5,64,25,28,9,1,1,88,26,428
0,85.0,7.6,147,30,71,40,5,1,164,61,674
1,58.0,7.6,821,153,347,277,41,3,941,56,1475
0,45.0,8.7,679,323,255,87,10,4,875,301,3121
0,90.0,9.1,980,655,263,50,6,6,1119,368,1990
0,56.0,7.7,19,3,9,5,1,1,18,8,65
1,1995.0,8.0,1945,537,940,434,31,3,2665,427,8307
0,48.0,7.8,47,10,22,13,1,1,51,22,449
1,99.0,8.6,156,78,60,12,5,1,145,86,1686
1,58.0,7.0,102,13,33,48,7,1,122,17,132
0,78.0,8.7,110,39,61,8,1,1,155,31,869
0,79.0,8.1,80,21,36,18,4,1,83,34,449
0,79.8,7.3,100,14,49,35,1,1,117,30,312
0,128.0,9.2,259,212,35,9,2,1,263,90,973
1,78.0,8.5,958,411,417,110,17,3,1044,340,3602
0,450.0,8.3,120,41,56,21,1,1,135,81,1284
1,150.0,8.2,1444,487,641,283,31,2,1926,242,6790
0,108.0,9.4,223,155,51,14,2,1,227,51,2468
1,68.0,8.1,257,89,128,33,4,3,245,138,1590
0,138.0,8.5,168,67,77,22,1,1,266,56,2118
0,48.0,8.5,914,385,399,110,13,7,1157,172,1607
1,48.0,7.5,37,12,13,10,1,1,45,3,57
0,96.0,9.6,857,677,159,19,1,1,1027,453,4019
1,160.0,9.3,47,31,11,2,1,2,51,8,852
0,55.0,8.4,727,255,387,78,5,2,770,152,2978
1,59.0,8.7,306,141,116,41,7,1,327,105,2124
1,168.0,8.1,224,60,116,43,4,1,272,97,2665
0,58.0,8.4,54,24,23,5,1,1,54,29,172
0,138.0,8.3,46,17,17,10,1,1,40,18,191
0,120.0,8.5,235,113,81,36,4,1,307,135,3449
1,49.0,8.2,1023,333,480,186,16,8,1071,223,3519
1,49.0,7.4,2730,462,1337,839,82,10,2890,448,5450
1,14.99,8.6,41,17,15,7,1,1,61,10,133
0,59.8,8.0,640,163,337,123,16,1,829,182,2033
0,16.95,8.7,348,180,129,35,3,1,457,224,2266
0,48.0,7.7,395,77,202,104,11,1,406,96,791
0,30.0,9.0,207,122,71,12,1,1,274,135,1654
0,158.0,8.6,26,8,15,1,1,1,33,12,108
0,48.0,8.7,166,84,58,18,4,2,175,128,1107
1,198.0,8.3,2781,1024,1247,442,52,16,3396,1126,11484
0,298.0,6.1,71,20,19,18,9,5,52,34,91
0,65.0,9.1,1233,791,379,60,2,1,1272,742,7085
1,58.0,9.3,93,50,33,8,1,1,94,40,867
0,69.0,8.2,126,47,53,21,4,1,142,57,1170
1,45.0,8.0,46,14,19,9,2,2,61,15,375
0,79.0,9.2,41,23,13,3,1,1,39,6,98
0,88.0,9.0,39,24,12,1,1,1,39,11,329
0,68.0,8.8,741,409,259,63,5,5,869,420,2861
0,98.0,8.4,84,33,35,14,1,1,74,26,338
0,45.0,7.6,102,25,46,25,5,1,110,25,327
0,68.0,8.9,391,214,154,21,1,1,459,101,1500
1,35.0,8.5,184,75,86,20,2,1,254,39,260
1,298.0,9.2,242,174,51,15,1,1,275,54,1814
1,79.0,9.2,1239,816,363,57,2,1,1394,960,5473
0,39.0,8.0,766,226,319,189,26,6,994,250,2240
1,36.9,6.9,769,90,291,315,63,10,853,145,1855
0,79.0,9.0,280,146,102,30,1,1,287,74,1053
0,69.0,8.5,1576,638,725,184,20,9,1702,333,3324
1,65.0,8.5,179,64,81,30,3,1,215,58,1104
0,168.0,8.3,334,134,134,60,3,3,419,78,631
1,99.0,8.2,218,73,93,38,9,5,276,40,1619
0,49.0,8.7,17929,8822,7011,1900,161,35,20794,3790,27221
0,49.8,5.9,684,89,168,264,94,69,804,60,423
1,59.0,8.0,18,6,6,4,1,1,16,2,31
0,62.0,8.3,336,117,134,66,14,5,347,151,5834
0,99.0,7.8,70,22,31,14,2,1,81,32,317
0,79.0,8.3,172,57,82,28,4,1,179,40,456
0,68.0,7.0,156,32,48,61,9,6,168,26,1048
0,58.0,8.7,1355,708,518,120,8,1,1463,224,3458
1,27.0,8.7,3301,1602,1407,280,9,3,4289,684,6140
0,29.0,9.0,72,48,14,8,1,1,72,30,576
0,69.0,7.5,92,28,22,32,5,5,99,24,241
0,78.0,7.5,40,5,17,13,4,1,48,13,45
0,118.0,7.9,223,64,96,56,5,2,249,51,926
1,298.0,9.2,1003,687,273,39,3,1,783,792,6372
1,56.0,7.6,1045,222,487,290,35,11,1237,120,2679
0,48.0,7.3,177,30,73,68,5,1,204,33,361
0,34.0,7.2,102,17,43,28,9,5,130,44,188
0,59.8,8.2,46,13,28,3,1,1,49,10,754
0,48.0,7.7,2620,487,1298,768,60,7,3495,726,4755
1,68.0,9.1,2880,1894,815,155,11,5,2990,552,2683
0,18.0,8.4,6769,2462,3212,974,101,20,8297,939,15057
0,1800.0,10.0,16,12,1,1,1,1,14,3,113
1,89.0,8.6,547,224,259,55,8,1,648,73,2087
0,65.8,6.8,38,7,12,15,3,1,42,4,71
1,26.0,8.3,2638,868,1364,372,29,5,3580,766,4260
0,56.0,8.1,994,326,436,202,28,2,1241,43,1287
0,35.0,7.0,1072,137,369,466,79,21,1413,198,1686
0,24.0,8.2,582,220,252,101,8,1,852,211,5504
0,78.0,8.3,4033,1552,1713,616,112,40,4060,1069,16866
0,228.0,8.8,616,325,223,61,4,3,717,388,8384
0,128.0,8.1,558,170,245,128,14,1,643,89,3679
1,69.0,8.8,414,219,149,43,1,2,441,105,1635
1,49.8,7.5,283,72,109,84,16,2,321,50,1607
0,38.0,8.1,654,227,283,126,15,3,759,369,4618
0,45.0,8.3,505,185,229,74,11,6,524,108,3417
0,158.0,8.8,119,63,42,12,1,1,146,12,212
0,89.0,8.4,355,166,146,37,4,2,377,105,1491
0,99.0,8.5,271,114,111,44,1,1,314,73,851
0,79.0,7.7,101,22,44,32,2,1,111,13,195
0,158.0,8.9,165,94,54,15,1,1,178,15,737
0,58.0,8.5,47,21,19,4,2,1,64,8,266
0,39.0,9.3,100,72,18,5,2,3,125,3,457
0,29.0,7.7,185,41,83,52,3,6,206,51,585
1,3.7,8.5,252,115,87,43,5,2,309,68,2426
0,65.0,7.2,40,10,15,10,4,1,37,14,159
0,35.0,7.3,1175,164,535,421,48,7,1494,160,1298
0,89.0,8.3,224,67,110,45,1,1,302,79,2330
0,39.8,8.9,1075,605,371,92,4,3,1263,168,2869
0,49.0,7.7,274,56,122,90,3,3,296,50,762
1,39.0,8.7,966,482,364,112,5,3,1325,114,2044
1,98.0,8.3,427,143,210,70,2,2,433,198,1611
0,29.0,9.2,59,35,20,2,1,1,65,10,92
0,65.0,8.9,190,98,71,19,1,1,192,62,534
0,28.0,8.4,55,32,14,7,1,1,63,12,154
0,69.0,9.1,346,234,87,17,4,4,389,149,1306
1,58.0,8.6,88,38,35,13,1,1,78,43,1394
1,2.05,8.6,1272,594,506,145,25,2,1659,187,1143
1,68.0,7.6,33,7,19,5,1,1,36,11,93
0,48.0,8.8,62,35,20,5,1,1,63,11,419
1,120.0,8.4,784,339,322,101,15,7,924,132,886
0,20.0,9.0,243,167,62,11,1,2,274,87,2500
1,58.0,9.3,2755,2070,579,96,5,5,4012,576,4106
1,32.0,7.2,486,80,177,193,28,8,575,49,536
1,35.0,8.6,62,31,22,7,1,1,67,13,235
0,16.0,8.7,849,416,340,86,4,3,1086,94,1593
1,50.0,8.1,65,21,35,7,1,1,76,54,263
0,68.0,8.6,239,120,104,13,1,1,258,68,1221
0,36.0,8.6,295,144,119,29,2,1,361,89,1205
0,49.0,8.7,62,33,15,12,1,1,74,29,653
0,80.0,8.8,332,162,113,50,3,4,403,182,2377
1,25.0,8.5,307,140,118,45,3,1,337,30,343
1,58.0,8.9,661,389,217,47,7,1,684,259,2307
0,27.0,8.5,169,73,73,18,1,4,205,97,921
0,88.0,9.3,45,34,8,1,1,1,48,10,675
1,42.8,8.2,589,259,243,76,10,1,577,98,554
0,0.41,8.9,132,71,52,7,1,1,164,15,601
0,8.3,7.8,69,18,38,10,2,1,77,20,267
0,68.0,8.8,43,17,19,5,1,1,46,13,114
0,45.0,7.3,155,45,43,49,12,6,156,22,336
0,60.0,7.7,243,76,108,47,8,4,228,149,1004
0,15.0,8.5,44,18,23,1,1,1,54,6,159
1,55.0,9.5,2548,2042,418,71,12,5,4310,715,5158
1,29.8,8.5,149,71,53,23,1,1,172,57,582
0,62.0,8.0,26,6,12,5,2,1,31,10,436
1,980.0,9.5,207,160,39,6,1,1,245,102,2371
1,56.0,8.3,5823,2081,2991,711,29,11,5944,913,14050
0,26.0,9.1,214,141,58,13,1,1,240,62,866
0,98.0,9.3,237,159,60,16,1,1,269,191,3060
1,42.0,8.9,823,461,279,78,4,1,956,239,1823
0,16.95,8.2,18,8,2,6,1,1,20,13,81
1,39.0,7.4,9355,1983,4164,2835,327,46,10528,566,3100
0,30.0,7.3,303,39,147,101,13,3,367,92,290
1,45.0,9.4,264,201,49,11,1,2,288,97,2922
1,180.0,8.8,22,8,11,1,1,1,28,13,246
1,38.0,8.9,82,35,42,3,1,1,86,24,360
1,24.0,8.5,224,84,113,25,1,1,241,40,519
0,28.0,8.5,786,362,324,91,7,2,1006,366,5044
1,45.0,8.9,1593,918,554,111,9,1,1775,204,1997
1,68.0,9.0,26,12,10,2,1,1,30,14,224
0,8.3,8.1,43,16,20,5,1,1,74,6,161
0,34.8,8.4,63,25,32,4,1,1,78,23,408
0,200.0,9.1,12,6,3,1,1,1,14,2,243
0,10.0,8.2,651,209,324,106,9,3,749,118,1128
0,49.0,7.6,136,32,60,40,3,1,147,28,871
1,24.8,8.8,1143,611,429,92,8,3,1328,134,1969
0,58.0,8.8,82,47,27,6,1,1,86,17,1090
0,29.8,7.7,70,7,35,26,1,1,97,32,521
0,59.0,8.8,71,31,34,4,1,1,80,31,580
1,89.0,9.4,133,98,28,5,1,1,114,82,408
1,19.0,8.4,307,125,142,37,2,1,391,94,1438
1,16.0,8.6,1723,812,640,239,24,8,1999,312,1370
0,150.0,7.1,12,5,3,2,1,1,20,13,163
1,38.0,9.0,3088,1900,896,259,21,12,3712,1137,9136
0,55.0,9.3,105,74,24,5,1,1,118,50,612
0,228.0,9.2,116,82,23,9,1,1,122,79,665
0,25.0,9.5,109,92,14,1,1,1,99,64,953
0,35.0,9.1,131,82,32,15,1,1,152,56,777
1,7.99,7.4,65,20,22,15,6,2,88,47,306
0,29.8,7.2,352,61,126,149,13,3,429,69,327
0,12.1,8.4,381,170,152,52,4,3,495,123,1453
0,48.0,9.0,27,19,4,2,1,1,26,12,130
1,128.0,8.4,214,85,95,29,4,1,209,174,1476
0,36.0,8.7,67,32,25,8,1,1,84,36,478
0,48.0,7.4,356,64,166,98,20,8,353,63,278
0,580.0,9.2,59,37,16,4,1,1,127,46,938
0,3.6,7.6,14,6,3,3,1,1,17,8,166
0,65.0,7.5,53,11,19,21,1,1,68,31,514
0,15.0,9.4,811,589,184,33,4,1,989,284,2121
1,58.0,9.6,16,11,2,1,1,1,13,5,57
0,39.0,7.2,61,7,40,12,1,1,68,17,18
1,40.0,8.4,19,8,7,2,1,1,16,8,314
0,22.0,8.9,282,161,97,22,1,1,373,90,1265
0,39.8,8.9,17,7,7,1,1,1,29,9,283
0,7.5,7.5,58,15,27,8,6,2,77,9,231
1,36.0,7.0,45,13,15,15,1,1,53,8,366
0,32.0,9.2,207,147,49,9,1,1,239,67,914
0,79.0,9.3,86,64,18,2,1,1,89,57,992
0,25.0,6.6,342,24,116,166,32,4,400,44,290
0,28.0,8.5,3068,1249,1353,439,21,6,3901,732,5451
0,58.0,7.5,137,27,61,44,4,1,161,56,2402
0,180.0,9.5,310,238,65,5,1,1,337,64,777
0,29.5,8.4,452,163,222,60,3,4,531,100,1667
0,38.0,8.6,86,36,43,5,1,1,99,31,667
0,149.0,9.2,221,161,41,16,2,1,239,101,1675
0,19.8,7.2,636,103,238,273,21,1,844,12,210
0,42.0,8.5,181,91,68,16,2,4,209,36,473
0,29.0,8.1,125,45,54,23,1,2,163,50,343
1,78.0,9.0,1831,1061,599,161,9,1,1811,1154,13318
0,45.0,8.1,1804,596,838,334,27,9,1975,115,1336
0,45.0,8.4,20,6,9,3,1,1,20,6,58
1,48.0,8.8,73,47,22,2,1,1,59,26,127
1,22.0,8.0,14,4,6,2,1,1,16,2,227
1,48.0,9.0,1264,838,310,101,12,3,1238,354,2952
1,28.0,8.4,177,77,75,23,1,1,193,31,421
0,48.0,7.8,39,9,19,9,1,1,50,22,74
0,22.0,8.7,102,59,25,15,1,2,138,34,175
1,350.0,8.8,15,5,6,2,1,1,15,7,131
0,2.3,8.7,12,6,1,3,1,1,11,0,6
1,680.0,9.3,373,254,98,19,1,1,340,278,3040
1,39.8,8.5,12541,5908,4227,1793,363,250,12540,7906,23504
0,35.0,8.3,178,59,90,25,1,3,226,72,1421
1,38.0,8.8,269,150,88,26,4,1,306,90,1211
0,32.0,7.3,267,45,103,100,15,4,294,28,211
0,11.95,8.8,19,12,4,1,1,1,18,3,62
0,22.0,9.2,625,425,152,38,5,5,746,159,738
0,60.0,8.2,131,42,61,26,1,1,162,47,1061
0,45.0,8.3,1375,547,550,236,34,8,1397,624,11237
0,39.8,7.6,336,109,133,79,11,4,333,38,755
0,108.0,8.8,525,299,184,36,3,3,540,210,5999
0,69.0,8.5,983,473,355,133,18,4,1089,577,6538
0,10.0,8.5,324,134,143,45,1,1,424,87,1013
1,26.0,8.4,189,57,106,24,1,1,235,29,671
0,35.0,7.1,49,4,24,19,1,1,73,6,145
1,660.0,8.5,17,10,4,1,1,1,21,7,458
1,13.8,7.8,423,99,192,116,14,2,582,85,1580
0,25.0,8.2,199,53,113,31,1,1,298,89,1467
1,29.8,8.5,18,6,9,1,1,1,27,6,273
1,16.0,8.1,725,195,374,153,2,1,952,151,2115
0,358.0,9.8,108,93,12,1,1,1,101,34,966
0,39.8,7.7,153,38,60,48,6,1,182,47,351
0,7.8,8.9,706,387,235,72,7,5,913,362,6705
0,39.0,9.1,205,134,51,17,2,1,245,37,1982
1,23.0,8.7,251,131,86,29,3,2,293,92,1403
0,18.0,8.4,893,350,418,116,6,3,1189,220,2677
0,38.0,8.2,189,55,101,28,4,1,220,28,211
0,27.0,9.5,848,674,124,45,1,4,878,516,2626
1,23.5,8.0,1860,573,842,422,18,5,2658,296,1299
0,148.0,9.1,234,160,50,18,1,5,341,142,1523
0,29.8,8.2,572,219,229,117,5,2,717,110,977
0,35.0,8.7,162,84,60,16,1,1,195,60,331
0,28.0,8.7,658,323,263,66,5,1,828,63,965
1,49.5,9.1,683,450,180,45,4,4,743,148,2984
0,32.0,9.2,316,226,70,18,1,1,367,61,457
1,30.0,8.0,3137,933,1426,647,100,31,3491,678,7636
0,380.0,9.3,30,15,12,1,1,1,26,12,388
1,28.0,7.4,4797,965,1984,1575,216,57,5616,743,2008
0,10.8,8.4,297,126,123,41,5,2,425,56,2055
1,56.0,8.7,170,77,76,15,1,1,188,81,1717
0,32.0,8.1,141399,58622,50006,23166,6074,3531,189507,7383,66331
0,48.0,7.5,303,53,150,90,9,1,386,72,194
0,30.0,7.5,346,74,145,105,18,4,413,94,1052
0,45.0,7.4,160,20,62,71,4,3,195,17,190
1,29.0,8.7,192,86,79,25,1,1,228,94,1823
0,15.0,9.0,524,328,138,49,5,4,746,262,3468
1,40.0,8.1,77,21,42,12,1,1,80,7,47
0,12.0,9.7,138,116,16,4,1,1,147,118,1007
0,85.0,8.3,50,21,13,4,3,9,50,16,442
0,32.0,8.7,815,437,274,87,13,4,1093,286,5168
1,32.0,8.4,9301,3842,4214,1153,74,18,10942,418,2369
0,60.0,8.1,43,11,23,7,1,1,53,12,514
1,25.0,7.7,60,22,20,15,2,1,68,21,414
0,17.0,8.0,602,189,276,117,13,7,793,182,2246
0,54.0,8.6,285,156,101,24,2,2,274,83,444
0,22.0,8.7,35,17,15,1,1,1,54,10,265
0,9.0,9.3,507,336,119,44,6,2,661,180,503
1,65.0,9.4,76,23,39,12,1,1,71,25,1603
0,8.0,8.8,789,435,274,72,7,1,1046,116,753
0,50.0,7.4,31,6,16,6,2,1,30,12,232
1,22.0,9.0,30,12,14,2,1,1,35,7,195
0,58.0,9.2,132,92,25,13,1,1,155,48,400
1,39.0,8.1,120,49,50,19,1,1,168,23,335
0,48.0,8.9,82,50,24,6,1,1,75,21,155
1,56.0,7.8,373,130,134,90,18,1,410,44,999
1,12.0,8.9,276,137,106,31,1,1,374,41,1420
1,29.8,8.3,5783,2082,2632,977,75,17,7779,921,9340
1,68.0,8.2,2979,1022,1431,450,59,17,2913,876,9933
0,58.0,7.7,32,12,8,8,3,1,35,14,179
0,19.9,8.8,607,349,201,52,4,1,758,192,2675
0,88.0,8.6,34,18,11,3,1,1,37,14,404
0,15.0,8.9,644,369,208,63,3,1,783,216,2742
0,48.0,7.3,77,25,34,15,1,2,75,14,876
1,13.0,9.5,4530,3648,706,145,18,13,5594,1331,8384
1,88.0,8.6,454,232,177,40,4,1,468,244,2300
0,22.0,8.9,160,79,64,15,1,1,173,24,141
1,58.0,8.3,54,18,26,8,1,1,66,23,283
0,29.8,7.8,82,14,46,20,1,1,103,44,272
0,38.0,7.4,29253,6406,12433,9215,965,234,33389,3249,50251
1,24.0,9.0,253,151,85,14,2,1,300,81,441
1,49.0,7.8,71,25,32,12,1,1,71,25,624
0,5.3,8.8,14,6,5,1,1,1,22,7,143
1,34.0,9.1,110,71,31,6,1,1,153,24,251
0,56.0,7.3,111,19,51,37,3,1,127,8,219
1,68.0,7.1,40,5,18,15,1,1,50,17,831
1,250.0,9.3,32,20,5,5,1,1,29,21,399
1,40.0,8.5,127,46,60,12,1,8,151,32,937
1,68.0,8.3,113,32,59,19,2,1,143,39,435
0,29.8,8.5,116,56,38,20,1,1,146,51,989
0,10.0,9.4,2276,1715,476,75,4,6,2768,702,2156
0,26.0,8.6,19195,8504,8216,2284,153,38,22986,725,4470
1,29.8,7.8,6000,1686,2694,1440,138,42,7892,201,743
0,98.0,8.8,23,9,9,3,1,1,21,4,183
0,188.0,7.5,71,9,27,28,5,2,79,3,44
1,486.0,9.3,43,37,2,2,1,1,43,24,661
0,45.0,8.4,45,16,19,8,1,1,65,4,98
1,46.0,8.4,34,16,14,2,1,1,53,10,307
0,68.0,8.9,421,246,147,26,1,1,460,83,4594
0,26.0,6.8,2042,234,700,903,169,36,2382,145,2454
0,25.0,7.9,14,5,5,2,1,1,17,16,12
0,45.0,8.5,280,104,131,43,1,1,299,78,962
0,58.0,8.3,86,33,36,15,1,1,119,15,411
0,68.0,8.7,606,300,256,42,7,1,845,249,2835
0,52.0,7.4,813,130,401,245,29,8,1224,111,396
1,60.0,8.6,82,30,42,8,1,1,104,37,313
1,118.0,9.3,1686,1191,417,72,3,3,1766,730,9869
1,48.0,8.3,311,93,175,39,3,1,347,99,1306
0,39.0,8.0,41,10,16,12,2,1,45,17,224
1,58.0,8.3,34,9,16,7,1,1,32,6,111
0,8.41,8.8,14,8,2,2,1,1,16,10,100
1,148.0,7.5,29,11,12,4,1,1,24,17,130
0,56.0,7.9,723,183,347,175,13,5,1054,122,1780
1,78.0,6.8,77,11,24,37,3,2,82,12,267
0,55.0,8.7,384,190,152,38,3,1,543,57,680
0,58.0,8.3,613,206,311,80,8,8,691,148,2024
1,35.0,7.8,191,48,84,57,1,1,246,44,1153
0,99.8,8.2,340,114,170,51,4,1,387,48,3023
0,78.0,8.9,91,54,31,4,1,1,113,80,828
0,58.0,8.3,160,59,76,20,4,1,216,63,471
1,35.0,9.9,54,43,8,1,1,1,59,27,362
0,960.0,9.3,19,12,4,1,1,1,26,4,362
0,18.0,7.8,1287,299,611,350,21,6,1939,161,945
0,15.0,8.5,45,16,22,5,1,1,67,13,222
0,69.0,8.5,325,167,110,45,2,1,339,219,3858
0,30.0,8.5,388,148,187,47,5,1,427,83,976
0,58.0,7.5,50,5,30,13,1,1,69,17,187
0,35.0,7.6,12,1,6,3,1,1,12,0,21
0,35.0,8.4,476,185,206,83,1,1,609,76,2105
1,70.0,8.7,2056,1001,818,213,16,8,2886,662,5149
0,499.0,9.0,194,83,99,10,1,1,238,40,1002
0,35.0,9.2,195,127,58,8,1,1,194,140,691
0,58.0,9.2,141,100,32,7,1,1,158,38,660
0,20.0,8.9,144,77,51,14,1,1,174,82,911
1,380.0,9.2,72,51,17,2,1,1,103,28,703
1,48.0,8.9,43,23,14,4,1,1,57,0,84
1,12.0,8.7,76,25,40,9,1,1,89,30,337
0,498.0,9.0,38,20,10,6,1,1,44,3,93
0,79.0,7.9,29,9,9,9,1,1,29,6,99
1,45.0,7.7,1585,341,723,476,39,6,1925,596,4932
0,70.0,9.2,173,109,53,9,1,1,178,62,732
0,380.0,8.2,121,43,59,17,1,1,155,55,1432
0,39.0,7.9,174,53,71,46,3,1,244,84,1318
1,46.0,8.7,1657,813,634,187,19,4,2310,884,5261
1,78.0,7.7,31,8,12,8,2,1,28,22,78
1,20.0,8.6,2945,1278,1414,244,8,1,3925,926,7830
0,68.0,8.0,588,151,291,128,14,4,750,293,2611
0,45.0,8.4,120,37,64,17,1,1,126,15,423
1,68.0,8.2,52,14,26,9,2,1,62,30,790
1,98.0,7.9,38,6,18,12,1,1,36,17,63
0,145.0,8.1,222,63,112,45,1,1,302,59,812
0,59.0,8.3,70,18,38,12,1,1,76,19,535
0,65.0,7.9,40,12,15,11,1,1,53,11,278
1,27.0,8.8,113,50,52,9,1,1,135,28,387
0,49.0,7.8,327,77,150,93,6,1,428,62,685
1,59.0,7.8,2710,548,1334,748,62,18,3685,633,6156
0,68.0,9.1,188,117,64,3,2,2,192,69,1782
0,15.0,8.8,271,131,107,31,1,1,341,68,1823
0,28.0,8.0,534,138,277,108,10,1,700,168,2938
0,40.0,8.1,167,43,92,30,1,1,179,36,297
0,389.0,7.4,31,9,12,8,1,1,30,12,108
0,158.0,7.9,985,249,479,228,24,5,1088,66,2019
0,78.0,8.0,144,57,72,11,3,1,147,19,732
1,42.0,8.9,42,25,10,5,1,1,44,14,144
1,52.0,7.2,394,48,159,167,17,3,451,36,564
0,56.0,7.8,27,3,18,4,1,1,35,1,35
1,108.0,9.1,52,31,18,1,1,1,56,24,443
0,158.0,8.2,49,12,27,8,1,1,60,19,176
0,158.0,8.6,129,54,55,18,1,1,135,38,518
0,69.0,7.9,90,25,45,18,1,1,99,20,341
0,55.0,8.6,931,479,346,91,8,7,1032,376,1887
1,68.0,8.5,15,7,4,2,1,1,15,3,82
1,22.0,7.0,122,13,44,56,8,1,152,46,1224
1,68.0,8.1,43,13,22,6,1,1,48,27,261
0,1.5,9.0,80,50,26,2,1,1,100,12,615
0,128.0,9.3,87,54,30,1,1,1,71,59,595
1,68.0,9.1,719,433,226,57,2,1,966,178,3519
0,298.0,9.2,135,88,32,12,2,1,136,104,1590
1,16.2,8.3,89,28,46,13,1,1,128,16,228
0,49.0,8.8,979,498,370,105,4,2,1280,206,2196
0,108.0,8.9,23,10,10,1,1,1,31,7,394
0,168.0,9.3,84,58,20,4,1,1,92,17,289
0,18.0,7.9,940,235,456,234,14,1,1388,154,2644
0,52.0,9.3,344,230,97,14,1,2,380,133,1789
